X,Y,OBJECTID,FOLIO,ID,NAME,ADDRESS,CITY,ZIPCODE,PHONE,CONTACT,TOTACRE,LAT,LON,POINT_X,POINT_Y,CLASS,TYPE,MNGTAGCY,MUNICIPAL_,PROPNUM,FACILITYPLAN,PARKURL,AMPHITHEAT,ARCHERY,ART,AUDITORIUM,BASEBALL,BASKETBALL,BEACH,BIKETRAIL,BMXTRACK,BOATRAMP,CAMPGROUND,CANOE_LAUNCH,DOGPARK,EQUESTRIAN,FITNESSZONE,FOOTBALL,FRISBEEGOL,GOLF,GOLFDRIVIN,GUNRANGE,GYMNASIUM,MARINA,MOUNTAINBI,NATURECENT,NATURETRAI,PLAYGROUND,RAQUETBALL,REC_CENTER,RESTROOM,ROLLERHOCK,RVCAMPGROU,SHELTER,SKATING,SOCCER,STADIUM,SWIMMING,TENNIS,TOTLOT,TRACK400,TRAIL,VOLLEYBALL,WETPLAYGRO,WIFI,ZOO,GlobalID,created_user,created_date,last_edited_user,last_edited_date,FIT2PLAY,LRN2SWIM,SPRCAMP,SUMCAMP,AFTSCHCAMP,ACTOLDADLPRG,WINTCAMP,ONEDAYCAMP,STARTIME,ENDTIME
-80.2305326924803,25.7899046894936,444,0131340740020,ITD12,Allapattah Mini Park,2175 NW N RIVER  DR,Miami,33125, , ,0.2,25.7899,-80.23053,909351.289568,530068.541611,Mini Park,Local,MiamiPark,Municipal,,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{4CA05B58-B840-4741-94B7-9C39738246E1},MiamiPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.2214526886751,25.7840246886893,445, ,ITD38,Grove Park (Median Strip),NW S RIVER DR / NW 16TH AVE,Miami,33125, , ,0,25.78402,-80.22145,912353.571621,527948.179054,Mini Park,Local,MiamiPark,Municipal,,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{CB11B251-0E00-48D6-AF5C-E1F60E6C6925},MiamiPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.1636226702828,25.6939246670266,446,2442320020131,423250,Village Green Park,450 CRANDON BLVD,Key Biscayne,33149, ,305-365-8900,9,25.69392,-80.16362,931588.359923,495317.263344,Community/Neighborhood,Local,KeyBiscaynePark,Municipal,423250,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,http://keybiscayne.fl.gov/index.php?submenu=_play_fields&src=gendocs&ref=Pa,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,{0855C409-861C-4E87-8CAD-38D20EF31426},KeyBiscaynePark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.1799426784597,25.8241246987767,447,0132190230010,321850,Morningside Park,750 NE 55TH TER,Miami,33137,305-754-1242,JOSE SOTO,38,25.82412,-80.17994,925921.700324,542606.718962,Community/Neighborhood,Local,MiamiPark,Municipal,321850,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{F1C85DB2-330D-4860-817F-8B500343D885},MiamiPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.3176727191807,25.8997747147634,448,3220230050730,202309,ML Tax Dist..- (p-24),7235 BAMBOO ST,Miami Lakes,33014, , ,0,25.89977,-80.31767,880472.624884,569845.625442,Mini Park,Local,MiamiLakesPark,Municipal,202309,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{07539D46-70D0-47D7-AFF2-82B8A3517B1A},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.3152727198806,25.9039047166385,449,3220230050740,202310,ML Tax Dist..- (p-25),7030 MIAMI LAKEWAY S,Miami Lakes,33014, , ,0,25.9039,-80.31527,881253.737167,571349.732998,Mini Park,Local,MiamiLakesPark,Municipal,202310,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{3B352A13-3872-4C6C-A643-D3CE7D116D3E},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.310742718922,25.9001847152985,450,3220230060750,202312,ML Tax Dist..- (p-27),6786 CROOKED PALM TER,Miami Lakes,33014, , ,0,25.90018,-80.31074,882748.06259,570004.625124,Mini Park,Local,MiamiLakesPark,Municipal,202312,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{7BCEDF4C-7CEC-4660-A1E9-793E4C884BC1},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.3202827212381,25.9012047156718,451,3220230080460,202313,ML Tax Dist.- (p-28),7350 SABAL DR,Miami Lakes,33014, , ,0,25.9012,-80.32028,879611.491108,570361.796982,Mini Park,Local,MiamiLakesPark,Municipal,202313,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{C33D3BE3-AEC4-4AAE-9D56-F7EC8D014278},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.1350826672935,25.9501647317084,452,2822030470010,220352,Arthur I. Snyder Memorial Park / C.R.C.,3375 NE 188TH ST,Aventura,33180,305-466-3883,Jennifer Blake,1,25.95016,-80.13508,940376.290181,588513.480823,Community/Neighborhood,Local,AventuraPark,Municipal,220352,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{4ADAAB96-95B6-4EDC-9E74-798DD85DEBBA},AventuraPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.1942126844459,25.9310647260592,453,0722070050500,220752,Dolphin Park,NE 3RD AVE /  NE 170TH ST,North Miami  Beach,33162, , ,0,25.93106,-80.19421,920986.646218,581448.75217,Community/Neighborhood,Local,NorthMiamiBeachPark,Municipal,220752,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{702C7BBD-E223-4FE0-9E70-FEFBA140A432},NorthMiamiBeachPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.3396727263901,25.9122147181547,454,3220220031460,202205,ML Tax Dist.- (p-68),MENTEITH TER / DUNBARTON PL,Miami Lakes,33016, , ,1,25.91221,-80.33967,873215.125948,574329.604991,Mini Park,Local,MiamiLakesPark,Municipal,202205,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{06351536-F70F-472F-AFE8-57864E23AD5F},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.3177427203993,25.9044047170997,455,3220230081580,202316,ML Tax Dist.- (p-31),7255 POINCIANA CT,Miami Lakes,33014, , ,0,25.9044,-80.31774,880437.900216,571526.014798,Mini Park,Local,MiamiLakesPark,Municipal,202316,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{5A7CC31B-D176-4572-9DA3-A326DA0BF946},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.3093427179079,25.877594710357,456,0420350010080,203551,Sparks Park,1301 W 60TH ST,Hialeah,33012,305-821-3425,William Sanchez,9,25.87759,-80.30934,883250.625234,561798.250461,Neighborhood Park,Local,HialeahPark,Municipal,203551,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,http://www.hialeahfl.gov/index.php?lang=en#,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,{DC84BD80-A73B-4836-AF38-A07CAE16CBDF},HialeahPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.3089827144645,25.7734146842389,457,0140020000092,400251,Robert King High / Carlos Arboleya Camp Grnd,7025 W FLAGLER ST,Miami,33144,305-261-6151,YUDENIA GALLARDO,17,25.77341,-80.30898,883568.937917,523932.437413,Community/Neighborhood,Local,MiamiPark,Municipal,400251,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{DF90E1B9-8DF1-45E7-83CF-A182BD8BAEDB},MiamiPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.3358527170012,25.5803246336954,458,3660090000020,600901,Franjo Park,20175 FRANJO RD,Cutler Bay,33189, , ,5,25.58032,-80.33585,875079.644856,453709.142821,Single Purpose Park,Local,CutlerBayPark,Municipal,600901,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{18F9EE15-6E4D-4E41-B7C7-DCD3D7D9CC71},CutlerBayPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.3342327167774,25.59237463704,459,3660040072860,600401,Whispering Pine Park,SW 188TH ST / SW 88TH CT,Cutler Bay,33157, , ,0,25.59237,-80.33423,875592.288516,458088.31943,Mini Park,Local,CutlerBayPark,Municipal,600401,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{8B51C7F2-9F95-45C4-B83E-76179A39DCA6},CutlerBayPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.324002714,25.5825546354632,460,3660100070810,600300,Saga Lake Park,SW 198TH ST / SW 83RD AVE,Cutler Bay,33189, , ,5,25.58255,-80.324,878981.268943,454537.619182,Community/Neighborhood,Local,CutlerBayPark,Municipal,600300,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{3DF49F5E-4C39-4B07-8B1B-7EE67207016A},CutlerBayPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.3202727122093,25.5763246329668,461,3660100101020,601000,Saga Bay Park,SW 205TH ST / SW 80TH AVE,Cutler Bay,33189, , ,5,25.57632,-80.32027,880220.826175,452278.386496,Community/Neighborhood,Local,CutlerBayPark,Municipal,601000,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{C7303B51-C4FF-4D95-BA32-688592948054},CutlerBayPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.3562327230885,25.5802746331541,462,3660080110460,600802,Cutler Ridge Park,10100 SW 200TH ST,Cutler Bay,33189,305-238-4166, ,13,25.58027,-80.35623,868362.3348,453657.573042,Community/Neighborhood,Local,CutlerBayPark,Municipal,600802,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{86A4CED8-B48A-450A-B6F9-DC044D137955},CutlerBayPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.2031526840175,25.791284690192,463,0131360620020,ITD23,Unnamed Park (NW 4th Ave),1686 NW 4TH AVE,Miami,33136, , ,1,25.79128,-80.20315,918358.952655,530623.372194,Mini Park,Local,MiamiPark,Municipal,,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{562D20A2-549A-4E32-AED1-108D8EA98CF5},MiamiPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:53+00,No,No,No,No,No,No,No,No,,
-80.3105727190427,25.9217647212712,464,3220140101460,201409,ML Tax Dist.- (p-52),6700 LOCH NESS DR,Miami Lakes,33014, , ,1,25.92176,-80.31057,882763.423452,577849.261994,Mini Park,Local,MiamiLakesPark,Municipal,201409,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{F9513110-37F9-42F7-AFDB-BBB4D2FD6CC5},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.3355527264087,25.9105247180269,465,3220220031250,202201,ML Tax Dist.-lot 22,8351 DUNDEE TER,Miami Lakes,33016, , ,0,25.91052,-80.33555,874575.000524,573722.936257,Mini Park,Local,MiamiLakesPark,Municipal,202201,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{7AA79298-5618-42F0-A08A-251D77E491D6},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:53+00,No,No,No,No,No,No,No,No,,
-80.3382027268525,25.9096247174381,466,3220220031060,202202,ML Tax Dist..-lot 41,8511 DUNDEE TER,Miami Lakes,33016, , ,0,25.90962,-80.3382,873703.750298,573392.312247,Mini Park,Local,MiamiLakesPark,Municipal,202202,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{511658A9-A0AA-4338-A323-5C0396E390E3},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.3337227252243,25.9119247183097,467,3220220031450,202203,ML Tax Dist.- (p-66),15132 MENTEITH PL,Miami Lakes,33016, , ,0,25.91192,-80.33372,875171.936995,574232.312535,Mini Park,Local,MiamiLakesPark,Municipal,202203,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{825848DC-EC9C-43EC-97E1-F93E2EBAA0C2},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.3401027265605,25.9125147179125,468,3220220031470,202204,ML Tax Dist..- (p-67),MENTEITH TER / DUNBARTON PL,Miami Lakes,33016, , ,0,25.91251,-80.3401,873073.225641,574438.632332,Mini Park,Local,MiamiLakesPark,Municipal,202204,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{4BC9EA68-4CBB-450F-9607-A6FF50CAB4A8},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.306332717614,25.9026747172166,469,3220240032780,202405,ML Tax Dist.- (p-06),14210 LAKE SARANAC DR,Miami Lakes,33014, , ,0,25.90267,-80.30633,884194.249331,570920.312925,Mini Park,Local,MiamiLakesPark,Municipal,202405,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{CF2E707C-77C1-4092-A235-7F263202A396},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.306802717069,25.9035347168076,470,3220240032790,202406,ML Tax Dist.- (p-07),14320 LAKE SARANAC AVE,Miami Lakes,33014, , ,1,25.90353,-80.3068,884035.936983,571230.062634,Mini Park,Local,MiamiLakesPark,Municipal,202406,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{1D9FF1B8-4335-4FA4-8B9A-662C92EA917F},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.3366627260963,25.9085647181542,471,3220220101200,202213,ML Tax Dist.- (p-76),REDNOCK LN / BRECKNESS PL,Miami Lakes,33016, , ,0,25.90856,-80.33666,874213.26109,573008.695232,Mini Park,Local,MiamiLakesPark,Municipal,202213,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{F701F60D-CE44-4006-9444-A21A101E6729},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.3368927262501,25.9052947158775,472,3220220200020,202214,ML Tax Dist.- (p-77),8441 ARDOCH RD,Miami Lakes,33016, , ,0,25.90529,-80.33689,874143.409852,571819.922347,Mini Park,Local,MiamiLakesPark,Municipal,202214,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{FDA3AEAE-E29B-42DE-B6F5-4D7A09187454},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.1586126752134,25.9309847271529,473,0722090062000,ITD31,Fulford Park,2099 NE 168TH ST,North Miami Beach,33162, , ,0.9,25.93098,-80.15861,932689.108705,581493.313433,Single Purpose Park,Local,NorthMiamiBeachPark,Municipal,,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,{26C82501-889C-4F0F-B927-608C74977DAF},NorthMiamiBeachPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.2968127135928,25.8911247138358,474,0420250010670,202551,North Twin lakes Park / School,625 W 74TH PL,Hialeah,33014,305-557-6773, ,4,25.89112,-80.29681,887344.632794,566735.634943,Community/Neighborhood,Local,HialeahPark,Municipal,202551,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{A473AD39-44DB-4231-A5F5-D38B8E49B9BB},HialeahPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.3353127253109,25.9085047180319,475,3220220101200,202216,ML Tax Dist.- (p-79),REDNOCK LN / BALGOWAN RD,Miami Lakes,33016, , ,0,25.9085,-80.33531,874655.386847,572986.794029,Mini Park,Local,MiamiLakesPark,Municipal,202216,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{D2B323D9-9F1B-40AC-90CB-0C5171AE2CA6},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:53+00,No,No,No,No,No,No,No,No,,
-80.3078727174719,25.9043847177038,476,3220240081160,202411,ML Tax Dist.- (p-13),14410 HARRIS PL,Miami Lakes,33014, , ,0,25.90438,-80.30787,883684.905861,571538.736885,Mini Park,Local,MiamiLakesPark,Municipal,202411,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{7F655B4B-D76A-4F6B-8F08-28095CE8D89F},MiamiLakesPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:53+00,No,No,No,No,No,No,No,No,,
-80.1310026639018,25.8027646952797,477,0232270000100,322753,Bayshore Municipal Golf Course Par 3,2795 PRAIRIE AVE,Miami Beach,33140, , ,22,25.80276,-80.131,942073.342562,534946.752655,Special Activity Park,Area-Wide,MiamiBeachPark,Municipal,322753,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{BFBA6130-261E-480A-A129-75B1C7BC837F},MiamiBeachPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
-80.1358426644818,25.8038646953896,478,0232270000100,322754,Miami Beach Golf Club,2301 ALTON RD,Miami Beach,33140,305-532-3350,305-532-3350,144,25.80386,-80.13584,940477.250281,535337.749904,Special Activity Park,Area-Wide,MiamiBeachPark,Municipal,322754,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,{7BB234DE-848C-4213-A451-DA3F6C840621},MiamiBeachPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:56+00,No,No,No,No,No,No,No,No,,
-80.1236826618591,25.8577147086152,480,0232020040520,320254,North Shore Park / Tennis Center,501 72ND ST,Miami Beach,33141,305-861-3616,305-861-3616,8,25.85771,-80.12368,944345.374107,554937.249747,Single Purpose Park,Local,MiamiBeachPark,Municipal,320254,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,{F09B8798-DB8C-431F-9389-ACAD30DDB732},MiamiBeachPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.2046626828398,25.7484246798143,481,0141390012630,411350,Wainwright Park,2845 BRICKELL AVE,Miami,33129,305-856-6794, ,18,25.74842,-80.20466,917956.217568,515044.321659,Nature,Area-Wide,MiamiPark,Municipal,411350,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{63831C08-BDD4-4672-ABD0-A0E30ADED863},MiamiPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:55+00,No,No,No,No,No,No,No,No,,
-80.2440626941833,25.7294346736311,482,0141210320009,412156,Kirk Munroe Park,3101 FLORIDA AVE,Miami,33133,305-442-0381, ,2,25.72943,-80.24406,905027.271313,508065.713897,Community/Neighborhood,Local,MiamiPark,Municipal,412156,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{02C6DEC2-2B38-4E4B-AFD8-4C7B582733F9},MiamiPark,2014/03/24 18:00:30+00,PARKSFACILITYE,2020/10/21 18:51:54+00,No,No,No,No,No,No,No,No,,
