Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Size,Sales,StoreType
14,9/16/11,69.17,3.742,186.8024,8.625,0,200898,1864637.89,A
15,9/16/11,62.1,3.937,136.3145,7.806,0,123737,545052.34,B
16,9/16/11,53.68,3.596,194.7419707,6.338,0,57197,539081.09,B
17,9/16/11,61.48,3.641,129.4306,6.745,0,93188,1051116.95,B
18,9/16/11,66.23,3.809,136.3145,8.89,0,120653,845715.37,B
19,9/16/11,62.76,3.937,136.3145,7.806,0,203819,1365633.53,A
20,9/16/11,64.02,3.742,209.1893892,7.274,0,203742,1979009.46,A
21,9/16/11,80.62,3.526,215.6944378,7.852,0,140167,653525.84,B
22,9/16/11,68.08,3.809,140.2735,8.023,0,119557,937420.65,B
23,9/16/11,60.52,3.809,136.3145,4.584,0,114533,1253329.17,B
24,9/16/11,65.56,3.937,136.3145,8.358,0,203819,1227535.97,A
25,9/16/11,62.05,3.742,209.1893892,7.274,0,128107,628720.46,B
26,9/16/11,55.19,3.809,136.3145,7.767,0,152513,951569.84,A
27,9/16/11,69.65,3.937,140.2735,7.85,0,204184,1613773.9,A
28,9/16/11,76.36,3.918,129.4306,13.503,0,206302,1159212.1,A
29,9/16/11,68.08,3.809,136.3145,9.863,0,93638,474129.35,B
30,9/16/11,80.62,3.526,215.6944378,7.852,0,42988,382914.66,C
31,9/16/11,80.62,3.526,215.6944378,7.852,0,203750,1363460.86,A
32,9/16/11,60.88,3.596,194.7419707,8.622,0,203007,1142499.25,A
33,9/16/11,85.79,3.784,129.4306,8.442,0,39690,262407.57,A
34,9/16/11,64.94,3.532,129.4306,10.641,0,158114,927249.61,A
35,9/16/11,69.65,3.742,140.2735,8.684,0,103681,738792.11,B
36,9/16/11,82.06,3.473,214.7934111,8.177,0,39910,343108.12,A
37,9/16/11,82.06,3.526,214.7934111,8.177,0,39910,513341.94,C
38,9/16/11,76.36,3.918,129.4306,13.503,0,39690,408188.88,C
39,9/16/11,83.11,3.526,214.7934111,8.177,0,184109,1372500.63,A
40,9/16/11,58.28,3.809,136.3145,4.584,0,155083,890661.79,A
41,9/16/11,54.82,3.596,194.7419707,6.901,0,196321,1197019.39,A
42,9/16/11,77.49,3.784,129.4306,8.257,0,39690,576837.09,C
43,9/16/11,77.17,3.526,207.8527143,10.641,0,41062,618877.13,C
44,9/16/11,67.54,3.641,129.4306,6.56,0,39910,303974.28,C
45,9/16/11,69.17,3.742,186.8024,8.625,0,118221,711367.56,B
1,9/23/11,75.8,3.467,216.3758246,7.962,0,151315,1380020.27,A
2,9/23/11,75.58,3.467,216.0282356,7.852,0,202307,1669299.78,A
3,9/23/11,80.19,3.467,219.7414914,7.567,0,37392,365248.94,B
4,9/23/11,69.23,3.473,129.5183333,5.644,0,205863,2031406.41,A
5,9/23/11,78.01,3.467,216.9396605,6.529,0,34875,291024.98,B
6,9/23/11,78.49,3.467,217.9188471,6.925,0,202505,1336044.75,A
7,9/23/11,43.67,3.581,194.8099713,8.622,0,70713,536144.81,B
8,9/23/11,68.72,3.467,219.788581,6.425,0,155078,806444.29,A
9,9/23/11,74.42,3.467,219.9746423,6.404,0,125833,506743.78,B
10,9/23/11,82.51,3.789,129.5183333,8.257,0,126512,1685910.53,B
11,9/23/11,82.14,3.467,219.7414914,7.567,0,207499,1235775.15,A
12,9/23/11,82.95,3.789,129.5183333,13.503,0,112238,871692.74,B
13,9/23/11,63.6,3.648,129.5183333,6.877,0,219622,1847430.96,A
14,9/23/11,63.75,3.711,187.0295321,8.625,0,200898,1871555.64,A
15,9/23/11,59,3.899,136.367,7.806,0,123737,545570.86,B
16,9/23/11,50.39,3.581,194.8099713,6.338,0,57197,504856.97,B
17,9/23/11,56.96,3.648,129.5183333,6.745,0,93188,895535.31,B
18,9/23/11,60.44,3.758,136.367,8.89,0,120653,853073.17,B
19,9/23/11,61.32,3.899,136.367,7.806,0,203819,1300375.76,A
20,9/23/11,62.15,3.711,209.4986126,7.274,0,203742,1888119.7,A
21,9/23/11,75.68,3.467,216.0282356,7.852,0,140167,681913.29,B
22,9/23/11,62.36,3.758,140.32725,8.023,0,119557,899834.75,B
23,9/23/11,57.14,3.758,136.367,4.584,0,114533,1289082.81,B
24,9/23/11,60.61,3.899,136.367,8.358,0,203819,1232376.49,A
25,9/23/11,60.28,3.711,209.4986126,7.274,0,128107,620885.93,B
26,9/23/11,50.72,3.758,136.367,7.767,0,152513,923644.6,A
27,9/23/11,63.61,3.899,140.32725,7.85,0,204184,1606208.68,A
28,9/23/11,82.95,3.789,129.5183333,13.503,0,206302,1109105.92,A
29,9/23/11,62.36,3.758,136.367,9.863,0,93638,475696.37,B
30,9/23/11,75.68,3.467,216.0282356,7.852,0,42988,391837.56,C
31,9/23/11,75.68,3.467,216.0282356,7.852,0,203750,1347607.74,A
32,9/23/11,58.66,3.581,194.8099713,8.622,0,203007,1116140.29,A
33,9/23/11,88.93,3.789,129.5183333,8.442,0,39690,234793.12,A
34,9/23/11,66.23,3.473,129.5183333,10.641,0,158114,902852.73,A
35,9/23/11,63.61,3.711,140.32725,8.684,0,103681,705802.45,B
36,9/23/11,78.35,3.441,215.1233185,8.177,0,39910,322405.13,A
37,9/23/11,78.35,3.467,215.1233185,8.177,0,39910,516556.94,C
38,9/23/11,82.95,3.789,129.5183333,13.503,0,39690,394665.28,C
39,9/23/11,78.75,3.467,215.1233185,8.177,0,184109,1338657.95,A
40,9/23/11,54.09,3.758,136.367,4.584,0,155083,876583.98,A
41,9/23/11,55.06,3.581,194.8099713,6.901,0,196321,1173059.79,A
42,9/23/11,82.51,3.789,129.5183333,8.257,0,39690,528486.45,C
43,9/23/11,78.98,3.467,208.1642143,10.641,0,41062,586108.13,C
44,9/23/11,63.6,3.648,129.5183333,6.56,0,39910,307409.13,C
45,9/23/11,63.75,3.711,187.0295321,8.625,0,118221,714106.42,B
1,9/30/11,79.69,3.355,216.7105965,7.962,0,151315,1394561.83,A
2,9/30/11,78.14,3.355,216.3620333,7.852,0,202307,1650394.44,A
3,9/30/11,82.58,3.355,220.085696,7.567,0,37392,368477.93,B
4,9/30/11,72.15,3.371,129.6060667,5.644,0,205863,1929486.63,A
5,9/30/11,81.16,3.355,217.2760127,6.529,0,34875,292315.38,B
6,9/30/11,82.51,3.355,218.2579435,6.925,0,202505,1307551.92,A
7,9/30/11,47.34,3.538,194.8779718,8.622,0,70713,488880.26,B
8,9/30/11,72.2,3.355,220.1329176,6.425,0,155078,809049.37,A
9,9/30/11,78.45,3.355,220.3195004,6.404,0,125833,508567.04,B
10,9/30/11,82.27,3.877,129.6060667,8.257,0,126512,1627707.31,B
11,9/30/11,84.4,3.355,220.085696,7.567,0,207499,1190515.83,A
12,9/30/11,83.26,3.877,129.6060667,13.503,0,112238,866401.45,B
13,9/30/11,68.28,3.623,129.6060667,6.877,0,219622,1835662.69,A
14,9/30/11,70.66,3.645,187.2566641,8.625,0,200898,1809989.29,A
15,9/30/11,64.87,3.858,136.4195,7.806,0,123737,521297.31,B
16,9/30/11,57.61,3.538,194.8779718,6.338,0,57197,450075.31,B
17,9/30/11,61.4,3.623,129.6060667,6.745,0,93188,868191.05,B
18,9/30/11,69.01,3.684,136.4195,8.89,0,120653,847348.08,B
19,9/30/11,64.99,3.858,136.4195,7.806,0,203819,1330757.22,A
20,9/30/11,63.44,3.645,209.807836,7.274,0,203742,1945808.26,A
21,9/30/11,78.91,3.355,216.3620333,7.852,0,140167,651970.48,B
22,9/30/11,69.78,3.684,140.381,8.023,0,119557,953314.16,B
23,9/30/11,64.76,3.684,136.4195,4.584,0,114533,1275597.85,B
24,9/30/11,68,3.858,136.4195,8.358,0,203819,1246242.61,A
25,9/30/11,60.7,3.645,209.807836,7.274,0,128107,639160.24,B
26,9/30/11,59.42,3.684,136.4195,7.767,0,152513,959339.51,A
27,9/30/11,70.92,3.858,140.381,7.85,0,204184,1599626.26,A
28,9/30/11,83.26,3.877,129.6060667,13.503,0,206302,1120731.76,A
29,9/30/11,69.78,3.684,136.4195,9.863,0,93638,446516.26,B
30,9/30/11,78.91,3.355,216.3620333,7.852,0,42988,387001.13,C
31,9/30/11,78.91,3.355,216.3620333,7.852,0,203750,1285534.74,A
32,9/30/11,65.04,3.538,194.8779718,8.622,0,203007,1088943.98,A
33,9/30/11,89.1,3.877,129.6060667,8.442,0,39690,229731.98,A
34,9/30/11,69.44,3.371,129.6060667,10.641,0,158114,871847.85,A
35,9/30/11,70.92,3.645,140.381,8.684,0,103681,749676.95,B
36,9/30/11,81.52,3.328,215.4532259,8.177,0,39910,314910.37,A
37,9/30/11,81.52,3.355,215.4532259,8.177,0,39910,516402.1,C
38,9/30/11,83.26,3.877,129.6060667,13.503,0,39690,366819.84,C
39,9/30/11,81.51,3.355,215.4532259,8.177,0,184109,1311775.83,A
40,9/30/11,63.45,3.684,136.4195,4.584,0,155083,912857.1,A
41,9/30/11,61.77,3.538,194.8779718,6.901,0,196321,1160619.61,A
42,9/30/11,82.27,3.877,129.6060667,8.257,0,39690,510243.79,C
43,9/30/11,78.97,3.355,208.4757143,10.641,0,41062,555183.72,C
44,9/30/11,68.28,3.623,129.6060667,6.56,0,39910,299757.75,C
45,9/30/11,70.66,3.645,187.2566641,8.625,0,118221,698986.34,B
1,10/7/11,69.31,3.285,217.0453684,7.866,0,151315,1630989.95,A
2,10/7/11,69.92,3.285,216.6958311,7.441,0,202307,1837553.43,A
3,10/7/11,75.54,3.285,220.4299007,7.197,0,37392,403342.4,B
4,10/7/11,65.79,3.299,129.6938,5.143,0,205863,2166737.65,A
5,10/7/11,71.64,3.285,217.6123648,6.3,0,34875,309111.47,B
6,10/7/11,74.1,3.285,218.59704,6.551,0,202505,1481739.2,A
7,10/7/11,40.65,3.498,194.9459724,8.513,0,70713,525866.36,B
8,10/7/11,67.61,3.285,220.4772543,6.123,0,155078,929976.55,A
9,10/7/11,72.62,3.285,220.6643585,6.054,0,125833,553836.98,B
10,10/7/11,75.01,3.827,129.6938,7.874,0,126512,1788227.6,B
11,10/7/11,76.97,3.285,220.4299007,7.197,0,207499,1346271.06,A
12,10/7/11,70.44,3.827,129.6938,12.89,0,112238,951244.66,B
13,10/7/11,60.62,3.592,129.6938,6.392,0,219622,2067232.56,A
14,10/7/11,55.82,3.583,187.4837962,8.523,0,200898,2078796.76,A
15,10/7/11,51.24,3.775,136.472,7.866,0,123737,579068.88,B
16,10/7/11,48.91,3.498,194.9459724,6.232,0,57197,482926.93,B
17,10/7/11,54.4,3.592,129.6938,6.617,0,93188,918006.9,B
18,10/7/11,54.65,3.633,136.472,8.471,0,120653,1019741.1,B
19,10/7/11,53.1,3.775,136.472,7.866,0,203819,1461718.87,A
20,10/7/11,52.42,3.583,210.1170595,7.082,0,203742,2135982.79,A
21,10/7/11,71.64,3.285,216.6958311,7.441,0,140167,663452.46,B
22,10/7/11,56.44,3.633,140.43475,7.706,0,119557,993436.67,B
23,10/7/11,49,3.633,136.472,4.42,0,114533,1463501.99,B
24,10/7/11,53.87,3.775,136.472,8.454,0,203819,1405914.39,A
25,10/7/11,50.82,3.583,210.1170595,7.082,0,128107,671522.87,B
26,10/7/11,46.84,3.633,136.472,7.598,0,152513,1130022.99,A
27,10/7/11,56.91,3.775,140.43475,7.906,0,204184,1672339.27,A
28,10/7/11,70.44,3.827,129.6938,12.89,0,206302,1557314.58,A
29,10/7/11,56.44,3.633,136.472,9.357,0,93638,514993,B
30,10/7/11,71.64,3.285,216.6958311,7.441,0,42988,417528.26,C
31,10/7/11,71.64,3.285,216.6958311,7.441,0,203750,1427383.24,A
32,10/7/11,62.62,3.498,194.9459724,8.513,0,203007,1149448.02,A
33,10/7/11,81.16,3.827,129.6938,8.01,0,39690,262159.13,A
34,10/7/11,60.42,3.299,129.6938,10.148,0,158114,954069.45,A
35,10/7/11,56.91,3.583,140.43475,8.745,0,103681,791637.53,B
36,10/7/11,71.2,3.262,215.7831333,7.716,0,39910,346137.87,A
37,10/7/11,71.2,3.285,215.7831333,7.716,0,39910,522816.85,C
38,10/7/11,70.44,3.827,129.6938,12.89,0,39690,449516.29,C
39,10/7/11,71.68,3.285,215.7831333,7.716,0,184109,1443884.39,A
40,10/7/11,50.21,3.633,136.472,4.42,0,155083,1070389.98,A
41,10/7/11,58.74,3.498,194.9459724,6.759,0,196321,1277882.77,A
42,10/7/11,75.01,3.827,129.6938,7.874,0,39690,649111.23,C
43,10/7/11,74.17,3.285,208.7872143,10.148,0,41062,642828.62,C
44,10/7/11,60.62,3.592,129.6938,6.078,0,39910,312577.36,C
45,10/7/11,55.82,3.583,187.4837962,8.523,0,118221,753447.05,B
1,10/14/11,71.74,3.274,217.3552733,7.866,0,151315,1493525.93,A
2,10/14/11,71.67,3.274,217.0048261,7.441,0,202307,1743882.19,A
3,10/14/11,73.75,3.274,220.7486167,7.197,0,37392,368282.57,B
4,10/14/11,63.75,3.283,129.7706452,5.143,0,205863,2074548.85,A
5,10/14/11,72.36,3.274,217.9237458,6.3,0,34875,286117.72,B
6,10/14/11,71.24,3.274,218.9109844,6.551,0,202505,1386520.99,A
7,10/14/11,32.65,3.491,195.0261012,8.513,0,70713,501959.19,B
8,10/14/11,61.74,3.274,220.7960935,6.123,0,155078,863188.26,A
9,10/14/11,67.27,3.274,220.9836849,6.054,0,125833,529515.66,B
10,10/14/11,70.27,3.698,129.7706452,7.874,0,126512,1704753.02,B
11,10/14/11,75.56,3.274,220.7486167,7.197,0,207499,1286388.96,A
12,10/14/11,67.31,3.805,129.7706452,12.89,0,112238,927600.01,B
13,10/14/11,51.74,3.567,129.7706452,6.392,0,219622,1929659.07,A
14,10/14/11,63.82,3.541,187.6917481,8.523,0,200898,1890870.75,A
15,10/14/11,61.3,3.744,136.5150968,7.866,0,123737,537300.94,B
16,10/14/11,39.97,3.491,195.0261012,6.232,0,57197,498241.06,B
17,10/14/11,47.69,3.567,129.7706452,6.617,0,93188,884042.63,B
18,10/14/11,60.26,3.583,136.5150968,8.471,0,120653,953533.95,B
19,10/14/11,61.86,3.744,136.5150968,7.866,0,203819,1318905.53,A
20,10/14/11,62.54,3.541,210.4027602,7.082,0,203742,2010107.68,A
21,10/14/11,69.79,3.274,217.0048261,7.441,0,140167,671379.44,B
22,10/14/11,62.63,3.583,140.4784194,7.706,0,119557,944337.32,B
23,10/14/11,56.79,3.583,136.5150968,4.42,0,114533,1257778.34,B
24,10/14/11,60.21,3.744,136.5150968,8.454,0,203819,1333315.03,A
25,10/14/11,58.95,3.541,210.4027602,7.082,0,128107,646915.47,B
26,10/14/11,53.91,3.583,136.5150968,7.598,0,152513,987886.08,A
27,10/14/11,64.78,3.744,140.4784194,7.906,0,204184,1682652.51,A
28,10/14/11,67.31,3.805,129.7706452,12.89,0,206302,1220984.94,A
29,10/14/11,62.63,3.583,136.5150968,9.357,0,93638,475776.45,B
30,10/14/11,69.79,3.274,217.0048261,7.441,0,42988,410711.99,C
31,10/14/11,69.79,3.274,217.0048261,7.441,0,203750,1378340.18,A
32,10/14/11,50.15,3.491,195.0261012,8.513,0,203007,1175420.26,A
33,10/14/11,76.49,3.698,129.7706452,8.01,0,39690,272487.33,A
34,10/14/11,54.72,3.283,129.7706452,10.148,0,158114,911788.79,A
35,10/14/11,64.78,3.541,140.4784194,8.745,0,103681,772859.25,B
36,10/14/11,74.16,3.234,216.0885258,7.716,0,39910,342076.99,A
37,10/14/11,74.16,3.274,216.0885258,7.716,0,39910,513636.01,C
38,10/14/11,67.31,3.805,129.7706452,12.89,0,39690,400430.78,C
39,10/14/11,73.79,3.274,216.0885258,7.716,0,184109,1384721.84,A
40,10/14/11,53.9,3.583,136.5150968,4.42,0,155083,936751.68,A
41,10/14/11,47.43,3.491,195.0261012,6.759,0,196321,1247130.22,A
42,10/14/11,70.27,3.698,129.7706452,7.874,0,39690,613531.11,C
43,10/14/11,68.09,3.274,209.0752166,10.148,0,41062,590984.56,C
44,10/14/11,51.74,3.567,129.7706452,6.078,0,39910,293031.78,C
45,10/14/11,63.82,3.541,187.6917481,8.523,0,118221,720946.99,B
1,10/21/11,63.71,3.353,217.5159762,7.866,0,151315,1502562.78,A
2,10/21/11,64.53,3.353,217.1650042,7.441,0,202307,1834680.25,A
3,10/21/11,69.03,3.353,220.9144005,7.197,0,37392,394976.36,B
4,10/21/11,64.79,3.361,129.7821613,5.143,0,205863,2207742.13,A
5,10/21/11,66.9,3.353,218.0852999,6.3,0,34875,306069.18,B
6,10/21/11,68.53,3.353,219.0740167,6.551,0,202505,1417922.37,A
7,10/21/11,37.49,3.548,195.1789994,8.513,0,70713,558691.43,B
8,10/21/11,59.97,3.353,220.9619484,6.123,0,155078,905984.49,A
9,10/21/11,65.46,3.353,221.1498206,6.054,0,125833,557075.21,B
10,10/21/11,77.91,3.842,129.7821613,7.874,0,126512,1745928.56,B
11,10/21/11,70.91,3.353,220.9144005,7.197,0,207499,1325107.53,A
12,10/21/11,73.05,3.842,129.7821613,12.89,0,112238,938604.58,B
13,10/21/11,54.66,3.579,129.7821613,6.392,0,219622,1973544.27,A
14,10/21/11,59.6,3.57,187.7846197,8.523,0,200898,2009004.59,A
15,10/21/11,51.67,3.757,136.5017742,7.866,0,123737,603318.89,B
16,10/21/11,46.99,3.548,195.1789994,6.232,0,57197,560104.16,B
17,10/21/11,47.27,3.579,129.7821613,6.617,0,93188,877380.22,B
18,10/21/11,55.83,3.618,136.5017742,8.471,0,120653,1048212.62,B
19,10/21/11,52.05,3.757,136.5017742,7.866,0,203819,1374863.1,A
20,10/21/11,53.69,3.57,210.5473252,7.082,0,203742,2104241.9,A
21,10/21/11,65.16,3.353,217.1650042,7.441,0,140167,729036.06,B
22,10/21/11,59.3,3.618,140.4616048,7.706,0,119557,981567.22,B
23,10/21/11,52.12,3.618,136.5017742,4.42,0,114533,1441032.59,B
24,10/21/11,56.6,3.757,136.5017742,8.454,0,203819,1283563.43,A
25,10/21/11,50.22,3.57,210.5473252,7.082,0,128107,690675.5,B
26,10/21/11,45.23,3.618,136.5017742,7.598,0,152513,974907.28,A
27,10/21/11,59.62,3.757,140.4616048,7.906,0,204184,1689591.44,A
28,10/21/11,73.05,3.842,129.7821613,12.89,0,206302,1203172.05,A
29,10/21/11,59.3,3.618,136.5017742,9.357,0,93638,505068.22,B
30,10/21/11,65.16,3.353,217.1650042,7.441,0,42988,428958.53,C
31,10/21/11,65.16,3.353,217.1650042,7.441,0,203750,1409310.4,A
32,10/21/11,48.87,3.548,195.1789994,8.513,0,203007,1151258.74,A
33,10/21/11,81.74,3.842,129.7821613,8.01,0,39690,233543.08,A
34,10/21/11,58.93,3.361,129.7821613,10.148,0,158114,953693.23,A
35,10/21/11,59.62,3.57,140.4616048,8.745,0,103681,811328.4,B
36,10/21/11,67.89,3.308,216.2468287,7.716,0,39910,328633.34,A
37,10/21/11,67.89,3.353,216.2468287,7.716,0,39910,522784.33,C
38,10/21/11,73.05,3.842,129.7821613,12.89,0,39690,402709.17,C
39,10/21/11,67.65,3.353,216.2468287,7.716,0,184109,1465283.29,A
40,10/21/11,51.61,3.618,136.5017742,4.42,0,155083,942319.65,A
41,10/21/11,45.62,3.548,195.1789994,6.759,0,196321,1214944.29,A
42,10/21/11,77.91,3.842,129.7821613,7.874,0,39690,537276.41,C
43,10/21/11,70.3,3.353,209.2222327,10.148,0,41062,594625.96,C
44,10/21/11,54.66,3.579,129.7821613,6.078,0,39910,305969.81,C
45,10/21/11,59.6,3.57,187.7846197,8.523,0,118221,771686.4,B
1,10/28/11,66.57,3.372,217.6766791,7.866,0,151315,1445249.09,A
2,10/28/11,65.87,3.372,217.3251824,7.441,0,202307,1769296.25,A
3,10/28/11,71.04,3.372,221.0801842,7.197,0,37392,389540.62,B
4,10/28/11,55.31,3.362,129.7936774,5.143,0,205863,2151659.59,A
5,10/28/11,69.27,3.372,218.2468539,6.3,0,34875,307035.11,B
6,10/28/11,69.51,3.372,219.237049,6.551,0,202505,1419445.12,A
7,10/28/11,28.82,3.55,195.3318977,8.513,0,70713,527339.52,B
8,10/28/11,56.86,3.372,221.1278032,6.123,0,155078,876712.31,A
9,10/28/11,63.96,3.372,221.3159563,6.054,0,125833,548527.49,B
10,10/28/11,72.79,3.843,129.7936774,7.874,0,126512,1771792.97,B
11,10/28/11,72.66,3.372,221.0801842,7.197,0,207499,1310684.1,A
12,10/28/11,67.41,3.727,129.7936774,12.89,0,112238,990926.38,B
13,10/28/11,47.41,3.567,129.7936774,6.392,0,219622,1948733.81,A
14,10/28/11,51.78,3.569,187.8774913,8.523,0,200898,2056846.12,A
15,10/28/11,45.54,3.757,136.4884516,7.866,0,123737,589842.69,B
16,10/28/11,41.97,3.55,195.3318977,6.232,0,57197,505918.21,B
17,10/28/11,41.89,3.567,129.7936774,6.617,0,93188,936508.43,B
18,10/28/11,45.61,3.604,136.4884516,8.471,0,120653,1106642.63,B
19,10/28/11,46.49,3.757,136.4884516,7.866,0,203819,1396612.36,A
20,10/28/11,49.36,3.569,210.6918901,7.082,0,203742,2065421.52,A
21,10/28/11,65.46,3.372,217.3251824,7.441,0,140167,738812,B
22,10/28/11,49.31,3.604,140.4447903,7.706,0,119557,1099351.68,B
23,10/28/11,42.57,3.604,136.4884516,4.42,0,114533,1407191.96,B
24,10/28/11,48,3.757,136.4884516,8.454,0,203819,1307142.75,A
25,10/28/11,46.28,3.569,210.6918901,7.082,0,128107,724443.97,B
26,10/28/11,35.06,3.604,136.4884516,7.598,0,152513,972256.98,A
27,10/28/11,51.81,3.757,140.4447903,7.906,0,204184,1710372.4,A
28,10/28/11,67.41,3.727,129.7936774,12.89,0,206302,1242746.06,A
29,10/28/11,49.31,3.604,136.4884516,9.357,0,93638,515119.64,B
30,10/28/11,65.46,3.372,217.3251824,7.441,0,42988,426151.88,C
31,10/28/11,65.46,3.372,217.3251824,7.441,0,203750,1346862.72,A
32,10/28/11,42.76,3.55,195.3318977,8.513,0,203007,1185391.96,A
33,10/28/11,76.73,3.843,129.7936774,8.01,0,39690,231319.96,A
34,10/28/11,54.56,3.362,129.7936774,10.148,0,158114,958063.87,A
35,10/28/11,51.81,3.569,140.4447903,8.745,0,103681,808821.5,B
36,10/28/11,71.31,3.306,216.4051315,7.716,0,39910,306193.81,A
37,10/28/11,71.31,3.372,216.4051315,7.716,0,39910,517355.44,C
38,10/28/11,67.41,3.727,129.7936774,12.89,0,39690,378539.17,C
39,10/28/11,71.05,3.372,216.4051315,7.716,0,184109,1472663.1,A
40,10/28/11,42.09,3.604,136.4884516,4.42,0,155083,941675.95,A
41,10/28/11,37.02,3.55,195.3318977,6.759,0,196321,1274463.02,A
42,10/28/11,72.79,3.843,129.7936774,7.874,0,39690,515599.7,C
43,10/28/11,66.82,3.372,209.3692488,10.148,0,41062,572516.57,C
44,10/28/11,47.41,3.567,129.7936774,6.078,0,39910,306336.07,C
45,10/28/11,51.78,3.569,187.8774913,8.523,0,118221,781694.57,B
1,11/4/11,54.98,3.332,217.837382,7.866,0,151315,1697229.58,A
2,11/4/11,55.53,3.332,217.4853605,7.441,0,202307,1959707.9,A
3,11/4/11,59.31,3.332,221.245968,7.197,0,37392,459443.22,B
4,11/4/11,49.86,3.322,129.8051935,5.143,0,205863,2281217.31,A
5,11/4/11,56.71,3.332,218.408408,6.3,0,34875,353652.23,B
6,11/4/11,58.54,3.332,219.4000812,6.551,0,202505,1523420.38,A
7,11/4/11,23.41,3.527,195.4847959,8.513,0,70713,564536.01,B
8,11/4/11,49.68,3.332,221.2936581,6.123,0,155078,947815.05,A
9,11/4/11,54.46,3.332,221.4820921,6.054,0,125833,597855.07,B
10,11/4/11,68.57,3.828,129.8051935,7.874,0,126512,1904438.59,B
11,11/4/11,61.13,3.332,221.245968,7.197,0,207499,1458287.38,A
12,11/4/11,59.77,3.828,129.8051935,12.89,0,112238,1051944.79,B
13,11/4/11,43.51,3.538,129.8051935,6.392,0,219622,2036317.54,A
14,11/4/11,43.92,3.551,187.9703629,8.523,0,200898,2174056.71,A
15,11/4/11,43.39,3.738,136.475129,7.866,0,123737,615121.78,B
16,11/4/11,33.43,3.527,195.4847959,6.232,0,57197,511059.95,B
17,11/4/11,37.52,3.538,129.8051935,6.617,0,93188,927657.63,B
18,11/4/11,38.29,3.586,136.475129,8.471,0,120653,1100625.06,B
19,11/4/11,44.97,3.738,136.475129,7.866,0,203819,1480289.64,A
20,11/4/11,43.88,3.551,210.8364551,7.082,0,203742,2284106.6,A
21,11/4/11,56.01,3.332,217.4853605,7.441,0,140167,767358.37,B
22,11/4/11,42.81,3.586,140.4279758,7.706,0,119557,1106575.59,B
23,11/4/11,39.18,3.586,136.475129,4.42,0,114533,1428436.33,B
24,11/4/11,39.87,3.738,136.475129,8.454,0,203819,1385860.38,A
25,11/4/11,40.88,3.551,210.8364551,7.082,0,128107,718393.61,B
26,11/4/11,31.7,3.586,136.475129,7.598,0,152513,988950.75,A
27,11/4/11,44.46,3.738,140.4279758,7.906,0,204184,1621109.3,A
28,11/4/11,59.77,3.828,129.8051935,12.89,0,206302,1576654.67,A
29,11/4/11,42.81,3.586,136.475129,9.357,0,93638,620735.72,B
30,11/4/11,56.01,3.332,217.4853605,7.441,0,42988,432359.04,C
31,11/4/11,56.01,3.332,217.4853605,7.441,0,203750,1426405.46,A
32,11/4/11,37.95,3.527,195.4847959,8.513,0,203007,1204628.28,A
33,11/4/11,71.91,3.828,129.8051935,8.01,0,39690,236157.12,A
34,11/4/11,48.04,3.322,129.8051935,10.148,0,158114,992621.93,A
35,11/4/11,44.46,3.551,140.4279758,8.745,0,103681,653468.75,B
36,11/4/11,58.97,3.287,216.5634344,7.716,0,39910,313387.11,A
37,11/4/11,58.97,3.332,216.5634344,7.716,0,39910,555925.6,C
38,11/4/11,59.77,3.828,129.8051935,12.89,0,39690,436970.1,C
39,11/4/11,58.04,3.332,216.5634344,7.716,0,184109,1553629.59,A
40,11/4/11,35.4,3.586,136.475129,4.42,0,155083,1011321.18,A
41,11/4/11,35.04,3.527,195.4847959,6.759,0,196321,1315684.86,A
42,11/4/11,68.57,3.828,129.8051935,7.874,0,39690,597667.21,C
43,11/4/11,59.08,3.332,209.516265,10.148,0,41062,641905.37,C
44,11/4/11,43.51,3.538,129.8051935,6.078,0,39910,307126.34,C
45,11/4/11,43.92,3.551,187.9703629,8.523,0,118221,833429.22,B
1,11/11/11,59.11,3.297,217.9980849,7.866,0,151315,1594938.89,A
2,11/11/11,59.33,3.297,217.6455387,7.441,0,202307,1920725.15,A
3,11/11/11,61.7,3.297,221.4117517,7.197,0,37392,407764.25,B
4,11/11/11,47.12,3.286,129.8167097,5.143,0,205863,2203028.96,A
5,11/11/11,60.71,3.297,218.5699621,6.3,0,34875,311906.7,B
6,11/11/11,61.33,3.297,219.5631135,6.551,0,202505,1536176.54,A
7,11/11/11,19.53,3.505,195.6376941,8.513,0,70713,556015.59,B
8,11/11/11,50.56,3.297,221.4595129,6.123,0,155078,917088.48,A
9,11/11/11,58.28,3.297,221.6482278,6.054,0,125833,594574.12,B
10,11/11/11,55.28,3.677,129.8167097,7.874,0,126512,2076570.84,B
11,11/11/11,64.2,3.297,221.4117517,7.197,0,207499,1366053.69,A
12,11/11/11,48.76,3.824,129.8167097,12.89,0,112238,1095091.53,B
13,11/11/11,33.8,3.513,129.8167097,6.392,0,219622,2111592.09,A
14,11/11/11,47.65,3.53,188.0632345,8.523,0,200898,2081534.65,A
15,11/11/11,47.13,3.719,136.4618065,7.866,0,123737,618949.82,B
16,11/11/11,29.56,3.505,195.6376941,6.232,0,57197,513181.31,B
17,11/11/11,27.61,3.513,129.8167097,6.617,0,93188,914759.2,B
18,11/11/11,45.69,3.57,136.4618065,8.471,0,120653,1079931.63,B
19,11/11/11,48.22,3.719,136.4618065,7.866,0,203819,1502078.93,A
